Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39
1535,Sopapillas,Sopapillas.jpg,Chuy_s/Sopapillas.jpg,1535,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,,,,,,,sopapillas,cheese,sweet,vanilla,sugar,honey,cinnamon,cake,pizza,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Sour_Cream_Fried_Chicken_Breast_Entree,Sour_Cream_Fried_Chicken_Breast_Entree.jpg,Brookside_Poultry_Company/Sour_Cream_Fried_Chicken_Breast_Entree.jpg,1536,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,dinner,,,,,sopapillas,entree,mexican,thigh,sweet,bread,sugar,sour,breast,dessert,chicken,fried,breakfast,cream,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Sour_Cream_Fried_Chicken_Breast_Entree1,Sour_Cream_Fried_Chicken_Breast_Entree1.jpg,Brookside_Poultry_Company/Sour_Cream_Fried_Chicken_Breast_Entree1.jpg,1537,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,dinner,,,,,entree,thigh,sour,breast,entree1,chicken,fried,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Southern_Pride_Sandwich,Southern_Pride_Sandwich.jpg,Q39_Midtown/Southern_Pride_Sandwich.jpg,1538,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$8.25,,Meat,Dinner,American,Sandwich,,,pork,sandwich,thigh,slaw,southern,entree,pride,sour,bun,breast,chicken,fried,pulled,bbq,cream,,,,,,,,,,,,,,,,,,,,,,,,
1539,Southern_Swag_Taco,Southern_Swag_Taco.jpg,Unforked/Southern_Swag_Taco.jpg,1539,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,,,,,,,pork,sandwich,slaw,southern,swag,buns,taco,pulled,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Southern_Swag_Taco,Southern_Swag_Taco1.jpg,Unforked/Southern_Swag_Taco1.jpg,1540,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,,dinner,,,,,tomato,cheese,swag,bellpepper,beef,southern,meat,taco,nachos,tortilla,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Southwest_Chicken_Salad,Southwest_Chicken_Salad.jpg,The_Salty_Iguana/Southwest_Chicken_Salad.jpg,1541,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,,,,,,,tomato,cheese,chilled,grease,organic,onion,greens,salad,southern,taco,avocado,southwest,southwestern,grilled,chicken,tortilla,meat,,,,,,,,,,,,,,,,,,,,,,
1542,Southwest_Fiesta_Pizza,Southwest_Fiesta_Pizza.jpg,KC_Kitchen_and_Pizzeria/Southwest_Fiesta_Pizza.jpg,1542,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,,,,,,tomato,cheese,chilled,organic,sauerkraut,beef,salad,avocado,fiesta,onion,corned,mixed,southwestern,grilled,chicken,southwest,greens,pizza,,,,,,,,,,,,,,,,,,,,,
1543,Soy_Breakfast_Pizza,Soy_Breakfast_Pizza.jpg,Eden_Alley_Vegetaria/Soy_Breakfast_Pizza.jpg,1543,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,,,,,,,,sauerkraut,beef,island,fiesta,corned,southwestern,soy,breakfast,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Soy_Ginger_Atlantic_Salmon,Soy_Ginger_Atlantic_Salmon.jpg,Cooper_s_Hawk/Soy_Ginger_Atlantic_Salmon.jpg,1544,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Other,dinner,,,,,cheese,healthy,slaw,eggs,salmon,wasabi,ginger,bacon,crust,atlantic,soy,breakfast,baked,pizza,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Spaghetti_with_Meatballs,Spaghetti_with_Meatballs.jpg,Buca_di_Beppo/Spaghetti_with_Meatballs.jpg,1545,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,,,,,,,salmon,meatballs,wasabi,ginger,atlantic,slaw,soy,spaghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Special_Cha_Shu_Ramen,Special_Cha_Shu_Ramen.jpg,Friends_Sushi_and_Bento_Place/Special_Cha_Shu_Ramen.jpg,1546,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,tomato,cha,noodle,shu,ramen,meatballs,meaty,italian,spaghetti,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Special_Cha_Shu_Ramen,Special_Cha_Shu_Ramen1.jpg,Friends_Sushi_and_Bento_Place/Special_Cha_Shu_Ramen1.jpg,1547,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,cha,shu,spinach,warm,peppers,noodles,ramen,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Specialty_Wings,Specialty_Wings.jpg,MO_Brew/Specialty_Wings.jpg,1548,"1403 W 39th St, Kansas City, MO 64111",64111,MO_Brew,0,8164926183,,,Meat,,,,,,honey,battered,soy,noodles,cola,cha,creamy,passion,sauce,bbq,spicy,jerk,specialty,habanero,warm,ramen,wings,smoked,shu,healthy,soups,fruit,coca,fried,buffalo,,,,,,,,,,,,,,
1554,Spicy_Avocado_BLT_Burger,Spicy_Avocado_BLT_Burger.jpg,The_Bar_West_Plaza/Spicy_Avocado_BLT_Burger.jpg,1554,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,lunch,chipotle,beef,,,cheese,sirloin,broth,honey,burger,battered,onions,cola,blue,blt,avocado,sugar,creamy,passion,sauce,bbq,brown,spicy,jerk,choice,habanero,fruit,garlic,wings,vinegar,smoked,of,chuck,coca,fried,buffalo,or,,,,,,,
1555,Spicy_Avocado_BLT_Burger,Spicy_Avocado_BLT_Burger1.jpg,The_Bar_West_Plaza/Spicy_Avocado_BLT_Burger1.jpg,1555,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,lunch,beef,vinegar,,,blue,brown,spicy,beef,sirloin,blt,broth,vinegar,avocado,chuck,sugar,burger,garlic,chipotle,onions,cheese,,,,,,,,,,,,,,,,,,,,,,,
1556,Spicy_Avocado_BLT_Burger,Spicy_Avocado_BLT_Burger2.jpg,The_Bar_West_Plaza/Spicy_Avocado_BLT_Burger2.jpg,1556,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,lunch,chipotle,brown,,,blue,vinegar,spicy,beef,sirloin,blt,broth,avocado,chuck,sugar,burger,garlic,brown,chipotle,onions,cheese,,,,,,,,,,,,,,,,,,,,,,,
1549,Spicy_Beef_Tongue,Spicy_Beef_Tongue.jpg,Sichuan_Dynasty/Spicy_Beef_Tongue.jpg,1549,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$9.99,,meat,Dinner,asian,meat,,,blue,vinegar,spicy,avocado,beef,brown,sauce,broth,sirloin,chiles,chuck,sugar,sesame,burger,seeds,green,blt,garlic,tongue,onions,cheese,,,,,,,,,,,,,,,,,,
1550,Spicy_Black_Bean_Pita,SpicyBlackBeanPita.jpg,Pita_Pit/SpicyBlackBeanPita.jpg,1550,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12111004,Vegetarian,Lunch,American,Wrap,,,cheese,spicy,beef,spinach,chilis,sauce,green,sesame,bean,seeds,black,pita,beans,tongue,tortilla,onions,,,,,,,,,,,,,,,,,,,,,,,
1557,Spicy_Blue_Burger,Spicy_Blue_Burger.jpg,Red_Door_Woodfired_Grill,1557,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,burger,,,blue,cheese,breaded,spicy,beef,onion,burger,fries,spinach,chiles,lettuce,bean,rings,bun,tomato,tortilla,pita,black,mayonnaise,fried,beans,,,,,,,,,,,,,,,,,,
1558,Spicy_Blue_Burger,Spicy_Blue_Burger1.jpg,Red_Door_Woodfired_Grill,1558,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,burger,,,blue,cheese,breaded,spicy,beef,onion,burger,fries,chiles,lettuce,rings,bun,tomato,chile,mayonnaise,fried,,,,,,,,,,,,,,,,,,,,,,,
1559,Spicy_Chicken_Alfredo,Spicy_Chicken_Alfredo.jpg,KC_Kitchen_and_Pizzeria/Spicy_Chicken_Alfredo.jpg,1559,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,,,,,,cheese,fettuccine,lettuce,chicken,onions,blue,beef,rings,seasoned,peppers,mayonnaise,red,cajun,spicy,grilled,bun,chile,tomato,breaded,onion,burger,fries,alfredo,fried,,,,,,,,,,,,,,,
1560,Spicy_Chicken_Rigatoni,Spicy_Chicken_Rigatoni.jpg,Buca_di_Beppo/Spicy_Chicken_Rigatoni.jpg,1560,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,,,,,,,cajun,spicy,alfredo,fettucine,rigatoni,seasoning,peppers,seasoned,grilled,chicken,onions,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,551.00",Spicy_Da_Chang_Chicken,Spicy_Da_Chang_Chicken.jpg,China_One_Express/Spicy_Da_Chang_Chicken.jpg,"$1,551.00","11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$11.25,6813047,Meat,Dinner,Chinese,meats,,,saur,spicy,rigatoni,healthy,sauce,corn,parmesan,peas,da,delightful,baby,hot,cashews,its,pineapple,peppers,chic,chicken,fried,onions,chang,,,,,,,,,,,,,,,,,,
1552,Spicy_Dumplings,Spicy_Dumplings.jpg,Sichuan_Dynasty/Spicy_Dumplings.jpg,1552,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003408,meat,Dinner,asian,appetizer,,,sesame,pork,spicy,dumplings,onions,corns,cashews,sichuan,baby,seeds,da,pineapple,peppers,chicken,fried,sauce,chang,,,,,,,,,,,,,,,,,,,,,,
1553,Spicy_Fish_Fillet,Spicy_Fish_Fillet.jpg,Sichuan_Dynasty/Spicy_Fish_Fillet.jpg,1553,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$13.99,,meat,Dinner,asian,seafood,,,sesame,pork,spicy,dumplings,fish,parsley,fillet,scallions,sichuan,seeds,peppers,sauce,broth,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Spicy_Jambalaya,Spicy_Jambalaya.jpg,Yard_House/Spicy_Jambalaya.jpg,1561,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Meat,,,,,,andouille,sausage,spicy,crawfish,fish,cajun,blackened,shrimp,sichuan,jambalaya,scallions,fillet,peppers,chicken,parsley,sauce,broth,cream,,,,,,,,,,,,,,,,,,,,,
1562,Spicy_Mongolian_Beef,Spicy_Mongolian_Beef.jpg,Bo_Ling_s_Plaza/Spicy_Mongolian_Beef.jpg,1562,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,andouille,sausage,spicy,beef,crawfish,cajun,blackened,shrimp,jambalaya,mongolian,peppers,chicken,sauce,cream,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Spicy_Shrimp_and_Eggplant,Spicy_Shrimp_and_Eggplant.jpg,Brio_Tuscan_Grille/Spicy_Shrimp_and_Eggplant.jpg,1563,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,spicy,beef,assian,hot,shrimp,scallions,chopsticks,eggplant,rice,mongolian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Spiedini_Di_Pollo,Spiedini_Di_Pollo.jpg,Osteria_Il_Centro/Spiedini_Di_Pollo.jpg,1564,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,dinner,,,,,assian,di,breadcrumbs,vegetables,risotto,saffron,shrimp,hot,spicy,amogia,eggplant,pollo,soy,chicken,sauce,spiedini,,,,,,,,,,,,,,,,,,,,,,,
1565,Spiedini_Di_Pollo,Spiedini_Di_Pollo1.jpg,Osteria_Il_Centro/Spiedini_Di_Pollo1.jpg,1565,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,dessert,,,,,di,breadcrumbs,vegetables,risotto,saffron,amogia,pollo,chicken,spiedini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Spinach_and_Artichoke_Flatbread,Spinach_and_Artichoke_Flatbread.jpg,Red_Door_Woodfired_Grill,1567,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,vegetarian,lunch,italian,appetizer,pizza,,flatbread,cheese,spinach,breadcrumbs,vegetables,risotto,di,artichokes,saffron,spiedini,amogia,tomato,pollo,chicken,mozzarella,artichoke,,,,,,,,,,,,,,,,,,,,,,,
1568,Spinach_and_Brie_Tart,Spinach_and_Brie_Tart.jpg,Potpie/Spinach_and_Brie_Tart.jpg,1568,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,,,,,,,flatbread,cheese,spinach,tomato,artichoke,mozzarella,brie,tart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Spinach_and_Brie_Tart,Spinach_and_Brie_Tart1.jpg,Potpie/Spinach_and_Brie_Tart1.jpg,1569,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,,,,,,,cheese,spinach,flavorful,appetizer,green,rich,savory,brie,tart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Spinach_and_Mushroom_Piadina,Spinach_and_Mushroom_Piadina.jpg,Zoes_Kitchen/Spinach_and_Mushroom_Piadina.jpg,1570,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,cheese,mushroom,spinach,vegetarian,mushrooms,piadina,sauce,vegetables,brie,tart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Spinach_Cheese_Dip,Spinach_Cheese_Dip.jpg,Yard_House/Spinach_Cheese_Dip.jpg,1571,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,Other,,,,,flatbread,cheese,carrots,spinach,piadina,crispyy,jack,feta,parmesan,grilled,dip,broccoli,mushrooms,cream,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Spinach_Chicken_Roll_Ups,Spinach_Chicken_Roll_Ups.jpg,Zoes_Kitchen/Spinach_Chicken_Roll_Ups.jpg,1572,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Other,lunch,,,,,flatbread,cheese,boiled,icing,ups,spinach,dip,buttered,parmesan,crispy,chocolate,cocoa,buttermilk,jack,feta,flour,roll,chicken,sweet,rolls,cream,,,,,,,,,,,,,,,,,,
1573,Spinach_Crepes_Benedict,Spinach_Crepes_Benedict.jpg,Le_Peep/Spinach_Crepes_Benedict.jpg,1573,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.99,11082152,Vegetarian,breakfast,breakfast,breakfast,,,sweet,cocoa,crepes,chicken,onions,rolls,spinach,benedict,buttered,buttermilk,hollandaise,sauce,boiled,crepess,icing,flour,chocolate,garlic,broccoli,breadsticks,butter,mushrooms,potato,green,egg,,,,,,,,,,,,,,
1574,Spinach_Crepes_Benedict1,Spinach_Crepes_Benedict1.jpg,Le_Peep/Spinach_Crepes_Benedict1.jpg,1574,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.99,11082152,Vegetarian,breakfast,breakfast,breakfast,,,butter,crepess,spinach,benedict,buttered,eggs,potato,mushrooms,green,breadsticks,crepes,benedict1,garlic,hollandaise,onions,broccoli,egg,sauce,,,,,,,,,,,,,,,,,,,,,
1575,Spinach_Roll_Ups,Spinach_Roll_Ups.jpg,Zoes_Kitchen/Spinach_Roll_Ups.jpg,1575,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,butter,ups,spinach,benedict,onions,eggs,potato,broccoli,mushrooms,green,crepes,roll,garlic,hollandaise,sauce,rolls,breadsticks,,,,,,,,,,,,,,,,,,,,,,
1566,Spinach_Salad,Spinach_Salad.jpg,Cupini_s/Spinach_Salad.jpg,1566,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686616,Vegetarian,Lunch,American,salad,,,cheese,salsa,burrito,mustard,salad,spinach,healthy,vegetables,mexican,flavorful,up,oranges,walnuts,vegetarian,food,vinaigrette,beets,rolls,,,,,,,,,,,,,,,,,,,,,
1576,Spinach_with_Garlic,Spinach_with_Garlic.jpg,Bo_Ling_s_Plaza/Spinach_with_Garlic.jpg,1576,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,cheese,mustard,beets,spinach,salad,oranges,walnuts,garlic,vinaigrette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Spinnaker_Omelet,Spinnaker_Omelet.jpg,Le_Peep/Spinnaker_Omelet.jpg,1577,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.79,11082133,Vegetarian,breakfast,breakfast,breakfast,,,tomato,cheese,spinnaker,spinach,whites,muffin,bacon,mushrooms,dish,green,omelet,english,savory,garlic,onions,egg,healthy,,,,,,,,,,,,,,,,,,,,,,
1578,Spring_Field_Chicken,Spring_Field_Chicken.jpg,China_Feast/Spring_Field_Chicken.jpg,1578,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,,,,,,,,,tomato,cheese,spinnaker,muffin,spinach,whites,spring,eggs,bacon,mushrooms,field,green,omelet,english,muffins,chicken,egg,onions,,,,,,,,,,,,,,,,,,,,,
1579,Spring_Roll,Spring_Roll.jpg,Friends_Sushi_and_Bento_Place/Spring_Roll.jpg,1579,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,brown,chinese,spring,roll,takeout,field,dinner,green,asian,chicken,rice,onions,rolls,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Stacked_Enchiladas,Stacked_Enchiladas.jpg,Chuy_s/Stacked_Enchiladas.jpg,1580,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,Meat,lunch,,,,,cheese,slaw,roasted,chicken,crispy,rolls,cream,blue,enchiladas,spring,enchilada,sauce,corn,appetizer,cabbage,hand,tomatillos,tortilla,stacked,egg,sour,fresh,fried,pulled,,,,,,,,,,,,,,,
1583,Steak_and_Eggs,Steak_and_Eggs.jpg,The_Farmhouse/Steak_and_Eggs.jpg,1583,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,,lunch,,,,,blue,cheese,tortillas,cream,freshly,tomatillos,pulled,eggs,tortilla,hand,sour,homemade,roasted,enchiladas,chicken,steak,egg,corn,tomatillo,sauce,,,,,,,,,,,,,,,,,,,
1581,Steak_and_Eggs_Pita,SteakandEggsPita.jpg,Pita_Pit/SteakandEggsPita.jpg,1581,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.59,12111038,Meat,Lunch,breakfast,breakfast,wrap,,steak,hash,meat,beef,potato,eggs,fried,hearty,hashbrowns,pita,browns,tortilla,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Steak_and_Guinness_Pie,Steak_and_Guinness_Pie.jpg,Brady_s_Public_House/Steak_and_Guinness_Pie.jpg,1582,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$15.00,,Meat,Dinner,English,Misc,,,mushrooms,tortilla,hash,beef,guinness,sauce,eggs,carrots,pie,celery,pita,pastry,savory,browns,steak,onions,bread,,,,,,,,,,,,,,,,,,,,,,
1584,Steak_Demi_Glace,Steak_Demi_Glace.jpg,Michael_Forbes_Bar_and_Grille/Steak_Demi_Glace.jpg,1584,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Meat,dinner,,,,,sauce,celery,guinness,beef,potato,portobello,onions,carrots,savory,pie,mashed,demi,mushrooms,asparagus,pastry,glace,grilled,steak,teres,bread,,,,,,,,,,,,,,,,,,,
1585,Steak_Demi_Glace1,Steak_Demi_Glace1.jpg,Michael_Forbes_Bar_and_Grille/Steak_Demi_Glace1.jpg,1585,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Meat,dinner,,,,,glace1,major,mushroom,potato,portobello,mashed,demi,mushrooms,asparagus,mashers,glace,grilled,steak,teres,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Steak_Gorgonzola_Rigatoni,Steak_Gorgonzola_Rigatoni.jpg,Michael_Forbes_Bar_and_Grille/Steak_Gorgonzola_Rigatoni.jpg,1586,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Meat,,,,,,cheese,major,demi,mushrooms,tomato,onions,cream,marinated,portobello,breadcrumbs,glace,teres,toasted,red,blue,mushroom,rigatoni,mashed,gorgonzola,garlic,sauteed,crumbles,potato,asparagus,sauce,mashers,grilled,steak,,,,,,,,,,,
1587,Steak_Kabobs,Steak_Kabobs.jpg,Zoes_Kitchen/Steak_Kabobs.jpg,1587,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,sauteed,marinated,sauce,onions,rigatoni,blue,toasted,mushrooms,gorgonzola,garlic,tomato,breadcrumbs,crumbled,kabobs,steak,kabob,cheese,red,cream,,,,,,,,,,,,,,,,,,,,
1588,Steak_Roll_Ups,Steak_Roll_Ups.jpg,Zoes_Kitchen/Steak_Roll_Ups.jpg,1588,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,tomato,pepper,ups,potato,skewers,yellow,roll,grilled,steak,kabob,rolls,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Steak_Stack,Steak_Stack.jpg,Zoes_Kitchen/Steak_Stack.jpg,1589,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,cheese,tortilla,mexican,meat,stack,wrap,steak,rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Steam_Dumplings,Steam_Dumplings.jpg,Lulu_s_Thai_Noodle_Shop/Steam_Dumplings.jpg,1590,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,,,,tomato,butter,pork,oil,steamed,salad,onion,potato,dumplings,egg,ginger,steam,sesame,grilled,green,soy,garlic,cabbage,steak,sauce,mayonnaise,,,,,,,,,,,,,,,,,,
1591,Steamed_Chicken_and_Shrimp_Vegetables,Steamed_Chicken_and_Shrimp_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Shrimp_Vegetables.jpg,1591,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$10.95,6813166,Meat,Dinner,Chinese,meats,,,green,pork,oil,steamed,onion,cauliflower,cabbage,dumplings,egg,vegetables,carrots,peas,ginger,shrimp,sesame,garlic,soy,peanuts,chicken,sauce,broccoli,,,,,,,,,,,,,,,,,,
1592,Steamed_Chicken_and_Shrimp_Vegetables_Lunch_Special,Steamed_Chicken_and_Shrimp_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Shrimp_Vegetables.jpg,1592,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$7.00,9196176,Meat,Lunch,Chinese,meats,,,steamed,cauliflower,vegetables,carrots,peas,shrimp,lunch,peanuts,chicken,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Steamed_Chicken_and_Vegetables,Steamed_Chicken_and_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Vegetables.jpg,1593,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.60,6813161,Meat,Dinner,Chinese,meats,,,steamed,cauliflower,vegetables,carrots,peas,shrimp,lunch,peanuts,chicken,rice,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Steamed_Chicken_and_Vegetables_Lunch_Special,Steamed_Chicken_and_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Vegetables.jpg,1594,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196156,Meat,Lunch,Chinese,meats,,,steamed,vegetables,carrots,peas,lunch,chicken,rice,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Steamed_Dumplings,Steamed_Dumplings.jpg,Lulu_s_Thai_Noodle_Shop/Steamed_Dumplings.jpg,1597,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,,,,,,pork,oil,steamed,onion,dumplings,egg,vegetables,carrots,peas,ginger,broccoli,sesame,lunch,green,soy,garlic,cabbage,rice,sauce,chicken,,,,,,,,,,,,,,,,,,,
1595,Steamed_Mini_Buns,Steamed_Mini_Buns.jpg,Sichuan_Dynasty/Steamed_Mini_Buns.jpg,1595,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$7.99,12003418,meat,Dinner,asian,appetizer,,,mini,pork,oil,steamed,onion,dumplings,egg,green,ginger,sesame,buns,bun,soy,garlic,cabbage,sauce,,,,,,,,,,,,,,,,,,,,,,,
1596,Steamed_Mini_Buns,Steamed_Mini_Buns1.jpg,Sichuan_Dynasty/Steamed_Mini_Buns1.jpg,1596,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$7.99,12003418,meat,Dinner,asian,appetizer,,,mini,pork,steamed,dumplings,buns,bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Steamed_Mussels,Steamed_Mussels.jpg,Potpie/Steamed_Mussels.jpg,1598,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,,,,,,,dumplings,mussels,pork,steamed,buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Steamed_Mussels,Steamed_Mussels1.jpg,Potpie/Steamed_Mussels1.jpg,1599,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,,Dinner,,,,,muscles,steamed,shellfish,healthy,mussels,chewy,fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
