Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,,,,
1510,Smoked_Fried_Chicken,Smoked_Fried_Chicken1.jpg,Q39_Midtown/Smoked_Fried_Chicken1.jpg,1510,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$15.00,,Meat,Dinner,American,Meats,cheese,pork,smoked,de,aioli,pico,black,beans,chicken,fried,egg,rolls,gallo,sriracha,,,,,,,,,,,,,,,,,
1511,Smoked_Jackfruit_Sandwich,Smoked_Jackfruit_Sandwich.jpg,Char_Bar/Smoked_Jackfruit_Sandwich.jpg,1511,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Meat,Dinner,American,Meats,,fried,baked,beans,apples,slaw,chipotle,smoked,sauce,chicken,bbq,,,,,,,,,,,,,,,,,,,,
1512,Smoked_Red_Pepper_Pasta,Smoked_Red_Pepper_Pasta.jpg,Michael_Forbes_Bar_and_Grille/Smoked_Red_Pepper_Pasta.jpg,1512,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,meat,breakfast,,sandwich,,jackfruit,fried,baked,sandwich,beans,apples,slaw,chipotle,smoked,sauce,chicken,bbq,,,,,,,,,,,,,,,,,,
1513,Smoked_Red_Pepper_Pasta_add_Shrimp,Smoked_Red_Pepper_Pasta_add_Shrimp.jpg,Michael_Forbes_Bar_and_Grille/Smoked_Red_Pepper_Pasta_add_Shrimp.jpg,1513,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,vegetarian,lunch,,pasta,pepper,meat,red,pasta,pickles,smoked,onions,toasted,greasy,bread,,,,,,,,,,,,,,,,,,,,,
1514,Smoked_Squid_and_Seaweed_Salad,Smoked_Squid_and_Seaweed_Salad.jpg,Domo/Smoked_Squid_and_Seaweed_Salad.jpg,1514,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,pasta,pepper,sauce,peas,shrimp,peppers,add,penne,pasta,smoked,onions,red,cream,,,,,,,,,,,,,,,,,,,
1515,Smoked_Turkey_Breast_Sandwich,Smoked_Turkey_Breast_Sandwich.jpg,Schlotzsky_s/Smoked_Turkey_Breast_Sandwich.jpg,1515,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100400,meat,Lunch,,salad,pepper,salad,sauce,squid,peas,shrimp,peppers,seaweed,penne,pasta,smoked,onions,red,,,,,,,,,,,,,,,,,,
1516,Smoked_Turkey_Sandwich,Smoked_Turkey_Sandwich.jpg,The_Farmhouse/Smoked_Turkey_Sandwich.jpg,1516,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,meat,lunch,american,sandwich,turkey,sandwich,smoky,squid,sesame,seed,green,seaweed,smoked,seafood,breast,,,,,,,,,,,,,,,,,,,,
1517,Smoked_Turkey_Sandwich,Smoked_Turkey_Sandwich1.jpg,The_Farmhouse/Smoked_Turkey_Sandwich1.jpg,1517,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,meat,lunch,,sandwich,turkey,sandwich,mayo,lettuce,buns,smoked,sourdough,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1518,Smokehouse_Burger,Smokehouse_Burger.jpg,Nick_and_Jake_s/Smokehouse_Burger.jpg,1518,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,meat,Lunch,,sandwich,turkey,sandwich,fries,hot,salty,smoked,ketchup,bread,,,,,,,,,,,,,,,,,,,,,,,
1519,Smokestack_Burger,Smokestack_Burger.jpg,Beer_Kitchen/Smokestack_Burger.jpg,1519,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,turkey,stacked,burger,simple,fries,lunch,smoked,smokehouse,,,,,,,,,,,,,,,,,,,,,,,
1520,Smokestack_Burger,Smokestack_Burger1.jpg,Beer_Kitchen/Smokestack_Burger1.jpg,1520,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,layers,breaded,fries,burger,bun,pickles,smokestack,meaty,,,,,,,,,,,,,,,,,,,,,,,
1521,Smokestack_Burger,Smokestack_Burger2.jpg,Beer_Kitchen/Smokestack_Burger2.jpg,1521,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,ends,gouda,jalapeno,aioli,burger,pickle,potato,glaze,whiskey,straws,bun,smokestack,crispy,chipotle,smoked,burnt,relish,bbq,,,,,,,,,,,,,
1522,Smokin_Nachos,Smokin_Nachos.jpg,The_Salty_Iguana/Smokin_Nachos.jpg,1522,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,meat,lunch,american,burger,ends,gouda,jalapeno,aioli,burger,pickle,potato,glaze,whiskey,straws,bun,smokestack,crispy,chipotle,smoked,burnt,relish,bbq,,,,,,,,,,,,,
1523,Smokin_Nachos1,Smokin_Nachos1.jpg,The_Salty_Iguana/Smokin_Nachos1.jpg,1523,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,,,,appetizer,nachos,ends,gouda,jalapeno,aioli,pickle,potato,glaze,whiskey,straws,bun,smokin,crispy,chipotle,smoked,burnt,relish,bbq,,,,,,,,,,,,,
1524,Smore_Budino,Smore_Budino.jpg,Cooper_s_Hawk/Smore_Budino.jpg,1524,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,,,,appetizer,blue,cheese,nachos1,chips,corn,smokin,grilled,chicken,tortilla,blend,,,,,,,,,,,,,,,,,,,,,
1525,Smores_Brownie,Smores_Brownie.jpg,Yard_House/Smores_Brownie.jpg,1525,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,Other,dessert,dessert,dessert,blue,cheese,smore,chips,corn,budino,grilled,chicken,tortilla,blend,,,,,,,,,,,,,,,,,,,,,
1526,Smores_Brownie2,Smores_Brownie2.jpg,Yard_House/Smores_Brownie2.jpg,1526,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,dessert,dessert,dessert,brownie,mousse,chocolate,caramel,smores,graham,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Smores_Bubble_Waffle,Smores_Bubble_Waffle.jpg,The_Waffle_Bar/Smores_Bubble_Waffle.jpg,1527,"4745 Central St, Kansas City, MO 64112",64112,The_Waffle_Bar,0,8168238348,,,vegetarian,dessert,dessert,dessert,brownie2,crust,cracker,roasted,marshmallows,smores,graham,,,,,,,,,,,,,,,,,,,,,,,,
1528,Smores_Poptart,Smores_Poptart.jpg,Crows_Coffee/Smores_Poptart.jpg,1528,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,dessert,dessert,dessert,bubble,crust,cracker,waffle,roasted,marshmallows,smores,graham,,,,,,,,,,,,,,,,,,,,,,,
1529,Smores_Poptart,Smores_Poptart1.jpg,Crows_Coffee/Smores_Poptart1.jpg,1529,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,Vegetarian,Breakfast,Breakfast,breakfast,marshmallow,graham,cracker,waffle,smores,chocolate,bubble,poptart,,,,,,,,,,,,,,,,,,,,,,,
1530,Smores_Waffle_Pop,Smores_Waffle_Pop.jpg,The_Waffle_Bar/Smores_Waffle_Pop.jpg,1530,"4745 Central St, Kansas City, MO 64112",64112,The_Waffle_Bar,0,8168238348,,,Vegetarian,Breakfast,Breakfast,breakfast,sweet,chocolate,caramel,smores,frosting,poptart,,,,,,,,,,,,,,,,,,,,,,,,,
1531,So_Cal_Turkey_Club,So_Cal_Turkey_Club.jpg,Red_Door_Woodfired_Grill,1531,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,other,dessert,dessert,dessert,sweet,pop,chocolate,caramel,smores,frosting,waffle,poptart,,,,,,,,,,,,,,,,,,,,,,,
1532,Sonoran_Ranch_Salad,Sonoran_Ranch_Salad.jpg,Red_Door_Woodfired_Grill,1532,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,sandwich,butter,turkey,icing,club,chocolate,almonds,cookie,cal,so,white,drizzle,pretzels,,,,,,,,,,,,,,,,,,,
1533,Sopapilla_Pizza,Sopapilla_Pizza.jpg,Artego_Pizza/Sopapilla_Pizza.jpg,1533,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,american,salad,turkey,tomato,argula,ranch,fries,tarragon,cheese,salad,avocado,vinegar,bacon,toasted,aioli,sonoran,beans,breast,swiss,tortilla,sourdough,bbq,bread,,,,,,,,,,
1534,Sopapilla_Pizza,Sopapilla_Pizza1.jpg,Artego_Pizza/Sopapilla_Pizza1.jpg,1534,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,dessert,dessert,dessert,radish,cheddar,roasted,chicken,chili,grape,black,bourbon,red,pizza,queso,herb,corn,fresco,romaine,cabbage,white,tomato,onion,ranch,beans,sopapilla,tortilla,,,,,,,,
1535,Sopapillas,Sopapillas.jpg,Chuy_s/Sopapillas.jpg,1535,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,vegetarian,dessert,dessert,dessert,cheese,sweet,vanilla,sugar,honey,cinnamon,cake,sopapilla,pizza,cream,,,,,,,,,,,,,,,,,,,,,
1536,Sour_Cream_Fried_Chicken_Breast_Entree,Sour_Cream_Fried_Chicken_Breast_Entree.jpg,Brookside_Poultry_Company/Sour_Cream_Fried_Chicken_Breast_Entree.jpg,1536,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,vegetarian,Dessert,,,sopapillas,cheese,sweet,vanilla,sugar,honey,cinnamon,cake,cream,,,,,,,,,,,,,,,,,,,,,,
1537,Sour_Cream_Fried_Chicken_Breast_Entree1,Sour_Cream_Fried_Chicken_Breast_Entree1.jpg,Brookside_Poultry_Company/Sour_Cream_Fried_Chicken_Breast_Entree1.jpg,1537,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,dinner,,meats,fried,mexican,sweet,entree,sugar,sour,breast,dessert,breakfast,cream,chicken,bread,,,,,,,,,,,,,,,,,,,
1538,Southern_Pride_Sandwich,Southern_Pride_Sandwich.jpg,Q39_Midtown/Southern_Pride_Sandwich.jpg,1538,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$8.25,,Meat,dinner,,meats,thigh,sour,breast,entree1,chicken,fried,cream,,,,,,,,,,,,,,,,,,,,,,,,
1539,Southern_Swag_Taco,Southern_Swag_Taco.jpg,Unforked/Southern_Swag_Taco.jpg,1539,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,Meat,Dinner,American,Sandwich,pride,thigh,southern,sandwich,sour,breast,chicken,fried,cream,,,,,,,,,,,,,,,,,,,,,,
1540,Southern_Swag_Taco,Southern_Swag_Taco1.jpg,Unforked/Southern_Swag_Taco1.jpg,1540,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,meat,lunch,,taco,pork,slaw,southern,swag,buns,taco,pulled,bbq,,,,,,,,,,,,,,,,,,,,,,,
1541,Southwest_Chicken_Salad,Southwest_Chicken_Salad.jpg,The_Salty_Iguana/Southwest_Chicken_Salad.jpg,1541,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,meat,Lunch,,taco,nacho,cheese,swag,bellpepper,beef,southern,meat,taco,tortilla,tomatoes,ground,,,,,,,,,,,,,,,,,,,,
1542,Southwest_Fiesta_Pizza,Southwest_Fiesta_Pizza.jpg,KC_Kitchen_and_Pizzeria/Southwest_Fiesta_Pizza.jpg,1542,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,tomato,cheese,grease,meat,salad,southern,chicken,tortilla,southwest,,,,,,,,,,,,,,,,,,,,,,
1543,Soy_Breakfast_Pizza,Soy_Breakfast_Pizza.jpg,Eden_Alley_Vegetaria/Soy_Breakfast_Pizza.jpg,1543,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,Meat,dinner,,pizza,tomato,cheese,chilled,organic,onion,greens,fiesta,avocado,mixed,grilled,chicken,pizza,southwest,,,,,,,,,,,,,,,,,,
1544,Soy_Ginger_Atlantic_Salmon,Soy_Ginger_Atlantic_Salmon.jpg,Cooper_s_Hawk/Soy_Ginger_Atlantic_Salmon.jpg,1544,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,meat,breakfast,breakfast,pizza,sauerkraut,beef,island,corned,soy,breakfast,pizza,1000,,,,,,,,,,,,,,,,,,,,,,,
1545,Spaghetti_with_Meatballs,Spaghetti_with_Meatballs.jpg,Buca_di_Beppo/Spaghetti_with_Meatballs.jpg,1545,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Other,dinner,,seafood,cheese,healthy,bacon,eggs,crust,ginger,salmon,atlantic,soy,baked,,,,,,,,,,,,,,,,,,,,,
1546,Special_Cha_Shu_Ramen,Special_Cha_Shu_Ramen.jpg,Friends_Sushi_and_Bento_Place/Special_Cha_Shu_Ramen.jpg,1546,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,meat,dinner,,pasta,slaw,salmon,wasabi,ginger,meatballs,soy,spaghetti,,,,,,,,,,,,,,,,,,,,,,,,
1547,Special_Cha_Shu_Ramen,Special_Cha_Shu_Ramen1.jpg,Friends_Sushi_and_Bento_Place/Special_Cha_Shu_Ramen1.jpg,1547,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,meat,lunch,,pasta,tomato,cha,noodle,shu,spaghetti,ramen,meatball,meaty,sauce,italian,,,,,,,,,,,,,,,,,,,,,
1548,Specialty_Wings,Specialty_Wings.jpg,MO_Brew/Specialty_Wings.jpg,1548,"1403 W 39th St, Kansas City, MO 64111",64111,MO_Brew,0,8164926183,,,meat,Lunch,,pasta,cha,shu,spinach,warm,peppers,noodles,ramen,cream,,,,,,,,,,,,,,,,,,,,,,,
1549,Spicy_Avocado_BLT_Burger,Spicy_Avocado_BLT_Burger.jpg,The_Bar_West_Plaza/Spicy_Avocado_BLT_Burger.jpg,1549,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,lunch,,appetizer,spicy,healthy,soups,specialty,warm,soy,noodles,ramen,wings,sauce,,,,,,,,,,,,,,,,,,,,,
1550,Spicy_Avocado_BLT_Burger,Spicy_Avocado_BLT_Burger1.jpg,The_Bar_West_Plaza/Spicy_Avocado_BLT_Burger1.jpg,1550,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,breakfast,chipotle,brown,honey,burger,battered,cola,blt,avocado,creamy,passion,sauce,bbq,spicy,jerk,choice,habanero,fruit,wings,smoked,of,coca,fried,buffalo,or,,,,,,,,,
1551,Spicy_Avocado_BLT_Burger,Spicy_Avocado_BLT_Burger2.jpg,The_Bar_West_Plaza/Spicy_Avocado_BLT_Burger2.jpg,1551,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,breakfast,beef,vinegar,blue,vinegar,spicy,beef,sirloin,onions,broth,avocado,chuck,sugar,burger,garlic,blt,cheese,,,,,,,,,,,,,,,,,
1552,Spicy_Beef_Tongue,Spicy_Beef_Tongue.jpg,Sichuan_Dynasty/Spicy_Beef_Tongue.jpg,1552,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$9.99,,Meat,breakfast,chipotle,beef,blue,brown,spicy,sirloin,blt,broth,avocado,chuck,sugar,burger,garlic,chipotle,onions,cheese,,,,,,,,,,,,,,,,,
1553,Spicy_Black_Bean_Pita,SpicyBlackBeanPita.jpg,Pita_Pit/SpicyBlackBeanPita.jpg,1553,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12111004,meat,Dinner,asian,meat,blue,vinegar,spicy,beef,brown,sirloin,onions,broth,chuck,sugar,garlic,tongue,cheese,,,,,,,,,,,,,,,,,,
1554,Spicy_Blue_Burger,Spicy_Blue_Burger.jpg,Red_Door_Woodfired_Grill,1554,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,Vegetarian,Lunch,American,Wrap,spicy,beef,chilis,sauce,sesame,bean,seeds,green,pita,black,tongue,onions,,,,,,,,,,,,,,,,,,,
1555,Spicy_Blue_Burger,Spicy_Blue_Burger1.jpg,Red_Door_Woodfired_Grill,1555,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,american,burger,blue,cheese,spicy,spinach,burger,beans,black,tortilla,,,,,,,,,,,,,,,,,,,,,,,
1556,Spicy_Chicken_Alfredo,Spicy_Chicken_Alfredo.jpg,KC_Kitchen_and_Pizzeria/Spicy_Chicken_Alfredo.jpg,1556,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,meat,lunch,american,burger,blue,cheese,breaded,spicy,beef,onion,burger,mayo,fries,lettuce,bun,tomato,chile,ring,fried,,,,,,,,,,,,,,,,
1557,Spicy_Chicken_Rigatoni,Spicy_Chicken_Rigatoni.jpg,Buca_di_Beppo/Spicy_Chicken_Rigatoni.jpg,1557,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,,pasta,blue,cheese,breaded,spicy,beef,onion,mayo,fries,lettuce,bun,tomato,chile,alfredo,ring,fried,chicken,,,,,,,,,,,,,,,
1558,Spicy_Da_Chang_Chicken,Spicy_Da_Chang_Chicken.jpg,China_One_Express/Spicy_Da_Chang_Chicken.jpg,1558,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$11.25,6813047,vegetarian,lunch,,pasta,cajun,spicy,fettucine,rigatoni,seasoning,peppers,grilled,chicken,onions,red,,,,,,,,,,,,,,,,,,,,,
1559,Spicy_Dumplings,Spicy_Dumplings.jpg,Sichuan_Dynasty/Spicy_Dumplings.jpg,1559,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003408,Meat,Dinner,Chinese,meats,saur,spicy,healthy,peas,da,hot,tasty,delightful,chicken,parmesan,chic,chang,sauce,its,,,,,,,,,,,,,,,,,
1560,Spicy_Fish_Fillet,Spicy_Fish_Fillet.jpg,Sichuan_Dynasty/Spicy_Fish_Fillet.jpg,1560,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$13.99,,meat,Dinner,asian,appetizer,cashews,spicy,dumplings,sauce,corns,baby,pineapples,peppers,chicken,fried,onions,,,,,,,,,,,,,,,,,,,,
1561,Spicy_Jambalaya,Spicy_Jambalaya.jpg,Yard_House/Spicy_Jambalaya.jpg,1561,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,meat,Dinner,asian,seafood,sesame,pork,spicy,dumplings,fish,fillet,sichuan,seeds,sauce,,,,,,,,,,,,,,,,,,,,,,
1562,Spicy_Mongolian_Beef,Spicy_Mongolian_Beef.jpg,Bo_Ling_s_Plaza/Spicy_Mongolian_Beef.jpg,1562,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,Meat,dinner,,misc,spicy,fish,parsley,fillet,scallions,sichuan,jambalaya,peppers,broth,,,,,,,,,,,,,,,,,,,,,,
1563,Spicy_Shrimp_and_Eggplant,Spicy_Shrimp_and_Eggplant.jpg,Brio_Tuscan_Grille/Spicy_Shrimp_and_Eggplant.jpg,1563,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,meat,Dinner,,meats,andouille,sausage,spicy,beef,crawfish,cajun,blackened,shrimp,mongolian,peppers,chicken,sauce,cream,,,,,,,,,,,,,,,,,,
1564,Spiedini_Di_Pollo,Spiedini_Di_Pollo.jpg,Osteria_Il_Centro/Spiedini_Di_Pollo.jpg,1564,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,meat,Dinner,,seafood,spicy,beef,assian,scallion,hot,chopsticks,eggplant,rice,shrimp,,,,,,,,,,,,,,,,,,,,,,
1565,Spiedini_Di_Pollo,Spiedini_Di_Pollo1.jpg,Osteria_Il_Centro/Spiedini_Di_Pollo1.jpg,1565,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,dinner,,meats,yummy,di,assian,shrimp,hot,eggplant,pollo,soy,sauce,spiedini,,,,,,,,,,,,,,,,,,,,,
1566,Spinach_and_Artichoke_Flatbread,Spinach_and_Artichoke_Flatbread.jpg,Red_Door_Woodfired_Grill,1566,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,Meat,dinner,,meats,vegatables,risotto,breadcrumbs,di,saffron,amogia,pollo,chicken,spiedini,,,,,,,,,,,,,,,,,,,,,,
1567,Spinach_and_Brie_Tart,Spinach_and_Brie_Tart.jpg,Potpie/Spinach_and_Brie_Tart.jpg,1567,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,vegetarian,lunch,italian,appetizer,flatbread,risotto,breadcrumbs,vegetables,spinach,saffron,amogia,artichoke,chicken,,,,,,,,,,,,,,,,,,,,,,
1568,Spinach_and_Brie_Tart,Spinach_and_Brie_Tart1.jpg,Potpie/Spinach_and_Brie_Tart1.jpg,1568,"904 Westport Rd Kansas City, MO 64111",64111,Potpie,0,8165612702,,,vegetarian,Dinner,,,flatbread,cheese,spinach,tomato,tart,mozzarella,brie,artichoke,,,,,,,,,,,,,,,,,,,,,,,
1569,Spinach_and_Mushroom_Piadina,Spinach_and_Mushroom_Piadina.jpg,Zoes_Kitchen/Spinach_and_Mushroom_Piadina.jpg,1569,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,vegetarian,lunch,,,cheese,spinach,flavorful,appetizer,green,rich,savory,brie,tart,,,,,,,,,,,,,,,,,,,,,,
1570,Spinach_Cheese_Dip,Spinach_Cheese_Dip.jpg,Yard_House/Spinach_Cheese_Dip.jpg,1570,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,lunch,,,cheese,mushroom,spinach,vegetarian,piadina,sauce,vegetables,brie,,,,,,,,,,,,,,,,,,,,,,,
1571,Spinach_Chicken_Roll_Ups,Spinach_Chicken_Roll_Ups.jpg,Zoes_Kitchen/Spinach_Chicken_Roll_Ups.jpg,1571,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,vegetarian,Other,,appetizer,cheese,mushroom,spinach,carrots,piadina,grilled,dip,broccoli,,,,,,,,,,,,,,,,,,,,,,,
1572,Spinach_Crepes_Benedict,Spinach_Crepes_Benedict.jpg,Le_Peep/Spinach_Crepes_Benedict.jpg,1572,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.99,11082152,Other,dessert,,appetizer,flatbread,cheese,spinach,ups,jack,feta,parmesan,chicken,crispy,roll,cream,,,,,,,,,,,,,,,,,,,,
1573,Spinach_Crepes_Benedict1,Spinach_Crepes_Benedict1.jpg,Le_Peep/Spinach_Crepes_Benedict1.jpg,1573,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$8.99,11082152,Vegetarian,breakfast,breakfast,breakfast,butter,boiled,icing,spinach,benedict,flour,chocolate,cocoa,buttermilk,crepes,sweet,,,,,,,,,,,,,,,,,,,,
1574,Spinach_Roll_Ups,Spinach_Roll_Ups.jpg,Zoes_Kitchen/Spinach_Roll_Ups.jpg,1574,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Vegetarian,breakfast,breakfast,breakfast,butter,spinach,onions,eggs,mushrooms,green,crepes,potatoes,benedict1,garlic,hollandaise,sauce,broccoli,breadsticks,,,,,,,,,,,,,,,,,
1575,Spinach_Salad,Spinach_Salad.jpg,Cupini_s/Spinach_Salad.jpg,1575,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686616,vegetarian,Lunch,,appetizer,butter,ups,spinach,onions,eggs,roll,mushrooms,green,crepes,potatoes,garlic,hollandaise,sauce,broccoli,breadsticks,,,,,,,,,,,,,,,,
1576,Spinach_with_Garlic,Spinach_with_Garlic.jpg,Bo_Ling_s_Plaza/Spinach_with_Garlic.jpg,1576,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,Vegetarian,Lunch,American,salad,mini,burrito,salad,spinach,healthy,vegetarian,flavorful,up,mexican,veggie,food,salsa,roll,,,,,,,,,,,,,,,,,,
1577,Spinnaker_Omelet,Spinnaker_Omelet.jpg,Le_Peep/Spinnaker_Omelet.jpg,1577,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.79,11082133,vegetarian,Lunch,,,cheese,mustard,beets,spinach,oranges,walnuts,garlic,vinaigrette,,,,,,,,,,,,,,,,,,,,,,,
1578,Spring_Field_Chicken,Spring_Field_Chicken.jpg,China_Feast/Spring_Field_Chicken.jpg,1578,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,,,Vegetarian,breakfast,breakfast,breakfast,spinnaker,spinach,healthy,dish,garlic,omelet,savory,green,muscle,,,,,,,,,,,,,,,,,,,,,,
1579,Spring_Roll,Spring_Roll.jpg,Friends_Sushi_and_Bento_Place/Spring_Roll.jpg,1579,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,meat,lunch,,meats,cheese,spinach,whites,onions,eggs,bacon,spring,mushrooms,field,green,omelet,english,muffins,chicken,egg,tomatoes,,,,,,,,,,,,,,,
1580,Stacked_Enchiladas,Stacked_Enchiladas.jpg,Chuy_s/Stacked_Enchiladas.jpg,1580,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,vegetarian,dinner,,appetizer,brown,chinese,spring,takeout,dinner,green,asian,rice,onions,roll,,,,,,,,,,,,,,,,,,,,,
1581,Steak_and_Eggs,Steak_and_Eggs.jpg,The_Farmhouse/Steak_and_Eggs.jpg,1581,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,Meat,lunch,,burrito,stacked,slaw,enchiladas,appetizer,cabbage,fried,crispy,roll,egg,,,,,,,,,,,,,,,,,,,,,,
