Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,,,,,,,,
1716,The_Kansas_City_Club,The_Kansas_City_Club.jpg,Le_Peep/The_Kansas_City_Club.jpg,1716,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.89,11082143,Meat,breakfast,american,sandwich,,,turkey,cheese,potato,club,sweet,kansas,fries,bacon,city,pickles,sourdough,cheddar,bread,,,,,,,,,,,,,,,,,,
1717,The_Meathead_Pizza,The_Meathead_Pizza.jpg,Johnny_Jo_s_Pizzeria/The_Meathead_Pizza.jpg,1717,"1215 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,meathead,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,The_Meathead_Pizza_add_Mushrooms,The_Meathead_Pizza_add_Mushrooms.jpg,Johnny_Jo_s_Pizzeria/The_Meathead_Pizza_add_Mushrooms.jpg,1718,"1217 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,mushrooms,add,meathead,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,The_Meathead_Pizza1,The_Meathead_Pizza1.jpg,Johnny_Jo_s_Pizzeria/The_Meathead_Pizza1.jpg,1719,"1216 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,pizza1,meathead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,The_Mixx_add_Chicken,The_Mixx_add_Chicken.jpg,The_Mixx/The_Mixx_add_Chicken.jpg,1720,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Meat,dinner,,,,,kale,greens,spinach,mixx,arugula,add,romaine,cabbage,chicken,,,,,,,,,,,,,,,,,,,,,,
1721,The_Nebraskan_Sandwich,The_Nebraskan_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/The_Nebraskan_Sandwich.jpg,1721,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,meat,lunch,american,sandwich,,,cheese,sandwich,sauerkraut,beef,island,thousand,reuben,corned,bun,nebraskan,dressing,swiss,,,,,,,,,,,,,,,,,,,
1722,The_O_Burger,The_O_Burger.jpg,The_Oliver/The_O_Burger.jpg,1722,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,Meat,,,,,,onions,dijonnaise,brioche,house,cheddar,steakburger,burger,bacon,bun,o,white,aged,pickle,caramelized,,,,,,,,,,,,,,,,,
1723,The_Oklahoma,The_Oklahoma1.jpg,The_Brick/The_Oklahoma1.jpg,1723,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.95,,meat,lunch,american,sandwich,,,mustard,fries,oklahoma,bacon,dog,hot,green,battered,fried,onions,,,,,,,,,,,,,,,,,,,,,
1724,The_Pubby_Burger,The_Pubby_Burger.jpg,The_Brick/The_Pubby_Burger.jpg,1724,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.25,,meat,lunch,american,sandwich,,,blue,cheese,beef,onion,tater,bacon,rings,tots,burger,pubby,bun,,,,,,,,,,,,,,,,,,,,
1725,The_Pubby_Burger,The_Pubby_Burger1.jpg,The_Brick/The_Pubby_Burger1.jpg,1725,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.25,,meat,lunch,american,sandwich,,,blue,cheese,beef,onion,potatoes,fries,rings,burger,bacon,pubby,bun,sweet,pickles,,,,,,,,,,,,,,,,,,
1726,The_Real_Big_Max_Burger,The_Real_Big_Max_Burger.jpg,Fric_and_Frac/The_Real_Big_Max_Burger.jpg,1726,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,vegetarian,lunch,,burger,,,powder,real,coconut,keto,tartar,onion,vinegar,flour,cider,flax,husks,burger,almonds,garlic,apples,big,max,bun,white,egg,cream,,,,,,,,,,
1727,The_Real_Big_Max_Burger,The_Real_Big_Max_Burger1.jpg,Fric_and_Frac/The_Real_Big_Max_Burger1.jpg,1727,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,,,,burger,,,real,burger,big,max,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,The_Real_Big_Max_Burger_Sub_Keto_Bun,The_Real_Big_Max_Burger_Sub_Keto_Bun.jpg,Fric_and_Frac/The_Real_Big_Max_Burger_Sub_Keto_Bun.jpg,1728,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,,,,burger,,,real,keto,sub,big,burger,bun,max,,,,,,,,,,,,,,,,,,,,,,,,
1729,The_Reilly_Burger,The_Reilly_Burger.jpg,The_Brick/The_Reilly_Burger.jpg,1729,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.25,,meat,lunch,american,sandwich,,,cheese,wheat,beef,potatoes,sweet,fries,goat,burger,garlic,reilly,pickles,pesto,tomatoes,bread,,,,,,,,,,,,,,,,,
1730,The_Reilly_Burger,The_Reilly_Burger1.jpg,The_Brick/The_Reilly_Burger1.jpg,1730,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.25,,meat,lunch,american,sandwich,,,cheese,wheat,beef,burger,lettuce,garlic,reilly,pesto,goat,tomatoes,bread,,,,,,,,,,,,,,,,,,,,
1731,The_Reuben_Sandwich,The_Reuben_Sandwich.jpg,The_Brick/The_Reuben_Sandwich.jpg,1731,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.95,,meat,lunch,american,sandwich,,,cheese,sandwich,sauerkraut,beef,corn,rye,fries,reuben,dressing,swiss,pickles,,,,,,,,,,,,,,,,,,,,
1732,The_Reuben_Sandwich,The_Reuben_Sandwich1.jpg,The_Brick/The_Reuben_Sandwich1.jpg,1732,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.95,,meat,lunch,american,sandwich,,,cheese,sandwich,sauerkraut,beef,corn,rye,fries,reuben,dressing,swiss,pickles,,,,,,,,,,,,,,,,,,,,
1733,The_Rocket_Pizza,The_Rocket_Pizza.jpg,Joe_s_Pizza_Buy_the_Slice/The_Rocket_Pizza.jpg,1733,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,Meat,Other,,,,,cheese,rocket,bacon,peppers,chicken,red,pizza,,,,,,,,,,,,,,,,,,,,,,,,
1734,The_Sicilian_Stromboli,The_Sicilian_Stromboli.jpg,Johnny_Jo_s_Pizzeria/The_Sicilian_Stromboli.jpg,1734,"1218 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,sicilian,stromboli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,The_Sicilian_Stromboli1,The_Sicilian_Stromboli1.jpg,Johnny_Jo_s_Pizzeria/The_Sicilian_Stromboli1.jpg,1735,"1219 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,dinner,,,,,sicilian,stromboli1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,The_Sundry_BLT_Sandwich,The_Sundry_BLT_Sandwich.jpg,The_Sundry/The_Sundry_BLT_Sandwich.jpg,1736,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,vegetarian,breakfast,,,,,pepper,sandwich,salted,buttermilk,buttered,mayo,sundry,bacon,salt,recipe,lettuce,melted,blt,thick,biscuits,tomatoes,,,,,,,,,,,,,,,
1737,The_Sundry_BLT_Sandwich,The_Sundry_BLT_Sandwich1.jpg,The_Sundry/The_Sundry_BLT_Sandwich1.jpg,1737,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,vegetarian,breakfast,,,,,pepper,sandwich,salted,buttermilk,buttered,mayo,sundry,bacon,salt,recipe,lettuce,melted,blt,thick,biscuits,tomatoes,,,,,,,,,,,,,,,
1738,The_Sweetness_Nachos,The_Sweetness_Nachos.jpg,The_Drunken_Worm/The_Sweetness_Nachos.jpg,1738,"1405 W 39th St, Kansas City, MO 64111",64111,The_Drunken_Worm,0,8163267209,,,Meat,breakfast,,,,,cheese,pepper,jalapeno,queso,sweetness,fresco,pork,chips,mango,black,jack,salsa,nachos,pulled,beans,,,,,,,,,,,,,,,,
1739,The_Veggie_Burger,The_Veggie_Burger.jpg,The_Brick/The_Veggie_Burger.jpg,1739,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.00,,vegetarian,lunch,american,sandwich,,,cheese,pepper,burger,fries,veggie,jack,lettuce,bun,veggies,beans,pickles,rice,tomatoes,black,,,,,,,,,,,,,,,,,
1740,The_Whole_Hog,The_Whole_Hog.jpg,Char_Bar/The_Whole_Hog.jpg,1740,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Meat,dinner,,,,,hog,pork,rib,sausage,hand,bones,whole,pulled,,,,,,,,,,,,,,,,,,,,,,,
1741,The_Works_Flatbread,The_Works_Flatbread.jpg,Muscle_Maker_Grill/The_Works_Flatbread.jpg,1741,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,,,Meat,lunch,,appetizer,bread,,turkey,flatbread,onions,bacon,mushrooms,marinara,pepperoni,peppers,meatball,works,sauce,mozzarella,,,,,,,,,,,,,,,,,,,
1742,The_Works_Pizza_add_Jalapenos,The_Works_Pizza_add_Jalapenos.jpg,Johnny_Jo_s_Pizzeria/The_Works_Pizza_add_Jalapenos.jpg,1742,"1220 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,mushrooms,sausage,jalapeno,bell,jalapenos,add,green,pepperoni,peppers,italian,works,onions,pizza,,,,,,,,,,,,,,,,,,
1743,The_Works_Pizza_add_Olives,The_Works_Pizza_add_Olives.jpg,Johnny_Jo_s_Pizzeria/The_Works_Pizza_add_Olives.jpg,1743,"1221 W 47th St, Kansas City, MO 64112",64112,Johnny_Jo_s_Pizzeria,0,8164014482,,,,,,,,,sausage,bell,olives,mushrooms,add,green,pepperoni,peppers,italian,works,onions,pizza,,,,,,,,,,,,,,,,,,,
1744,Three_Wings_and_Cheese_Fries,Three_Wings_and_Cheese_Fries.jpg,The_Peanut/Three_Wings_and_Cheese_Fries.jpg,1744,"5000 Main St, Kansas City, MO 64112",64112,The_Peanut,0,8167539499,,,,lunch,,,,,cheese,fries,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Three_Wings_and_Chili_Cheese_Fries,Three_Wings_and_Chili_Cheese_Fries.jpg,The_Peanut/Three_Wings_and_Chili_Cheese_Fries.jpg,1745,"5000 Main St, Kansas City, MO 64112",64112,The_Peanut,0,8167539499,,,Meat,lunch,,,,,blue,cheese,ranch,fries,dressing,chili,wings,,,,,,,,,,,,,,,,,,,,,,,,
1746,Three_Wings_and_Fries,Three_Wings_and_Fries.jpg,The_Peanut/Three_Wings_and_Fries.jpg,1746,"5000 Main St, Kansas City, MO 64112",64112,The_Peanut,0,8167539499,,,Meat,,,,,,cheese,chicken,fries,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Tilapia_Soft_Tacos,Tilapia_Soft_Tacos.jpg,The_Mixx/Tilapia_Soft_Tacos.jpg,1747,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,,,,cheese,cilantro,tilapia,onion,fish,tacos,beans,cabbage,tortilla,soft,,,,,,,,,,,,,,,,,,,,,
1748,Tilapia_Tango_Taco,Tilapia_Tango_Taco.jpg,Unforked/Tilapia_Tango_Taco.jpg,1748,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,Meat,,,,,,cilantro,tilapia,tempura,slaw,tango,creamy,sprig,napa,taco,fresh,chipotle,,,,,,,,,,,,,,,,,,,,
1749,Timberline_Chili,Timberline_Chili.jpg,Schlotzsky_s/Timberline_Chili.jpg,1749,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100297,meat,Dessert,american,soup,appetizer,,cheese,jalapeno,beef,timberline,sauce,cheddar,beans,peppers,chili,onions,tomatoes,ground,,,,,,,,,,,,,,,,,,,
1750,Tiramisu,Tiramisu.jpg,Cupini_s/Tiramisu.jpg,1750,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686730,Vegetarian,Dessert,Dessert,Dessert,,,cheese,coffee,icing,sweet,vanilla,tiramisu,cake,cream,,,,,,,,,,,,,,,,,,,,,,,
1751,Tiramisu,Tiramisu1.jpg,Cupini_s/Tiramisu1.jpg,1751,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686730,Vegetarian,Dessert,Dessert,Dessert,,,cheese,coffee,icing,sweet,vanilla,tiramisu,cake,cream,,,,,,,,,,,,,,,,,,,,,,,
1752,Tiramisu,Tiramisu.jpg,Osteria_Il_Centro/Tiramisu.jpg,1752,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Other,dessert,,,,,tiramisu,ladyfingers,mascarpone,espresso,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Tiramisu,Tiramisu1.jpg,Osteria_Il_Centro/Tiramisu1.jpg,1753,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Other,dinner,,,,,tiramisu,ladyfingers,mascarpone,espresso,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Toadstool_Sandwich,Toadstool_Sandwich.jpg,The_Bite/Toadstool_Sandwich.jpg,1754,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegetarian,lunch,american,sandwich,,,sandwich,greens,sauce,mushrooms,grilled,toadstool,peppers,onions,,,,,,,,,,,,,,,,,,,,,,,
1755,Toadstool_Sandwich,Toadstool_Sandwich1.jpg,The_Bite/Toadstool_Sandwich1.jpg,1755,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegetarian,lunch,american,sandwich,,,sandwich,greens,sauce,mushrooms,grilled,toadstool,peppers,onions,,,,,,,,,,,,,,,,,,,,,,,
1756,Toasted_Meat_Ravioli,Toasted_Meat_Ravioli.jpg,Cupini_s/Toasted_Meat_Ravioli.jpg,1756,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$6.99,9686590,Vegetarian,Dinner,Italian,pasta,appetizer,,breaded,meat,toasted,marinara,sauce,ravioli,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Tofu_In_Black_Bean_Sauce,Tofu_In_Black_Bean_Sauce.jpg,Bo_Ling_s_Plaza/Tofu_In_Black_Bean_Sauce.jpg,1757,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,beans,bean,black,tofu,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Tofu_Khun_Ma_Pad_Thai,Tofu_Khun_Ma_Pad_Thai.jpg,Lulu_s_Thai_Noodle_Shop/Tofu_Khun_Ma_Pad_Thai.jpg,1758,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,vegetarian,breakfast,,,,,khun,noodles,ma,tofu,scallions,pad,peanuts,sprouts,cabbage,fried,egg,thai,,,,,,,,,,,,,,,,,,,
1759,Tofu_Pad_Thai,Tofu_Pad_Thai.jpg,Lulu_s_Thai_Noodle_Shop/Tofu_Pad_Thai.jpg,1759,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,vegetarian,breakfast,,,,,egg,tofu,scallions,sprouts,pad,peanuts,beans,thai,noodles,sauce,,,,,,,,,,,,,,,,,,,,,
1760,Tofu_Yellow_Curry,Tofu_Yellow_Curry.jpg,Lulu_s_Thai_Noodle_Shop/Tofu_Yellow_Curry.jpg,1760,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,,,,pepper,spinach,tofu,yellow,shrimp,mushrooms,chicken,steak,curry,,,,,,,,,,,,,,,,,,,,,,
1761,Tom_Kha_Gai_Soup,Tom_Kha_Gai_Soup.jpg,Lulu_s_Thai_Noodle_Shop/Tom_Kha_Gai_Soup.jpg,1761,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,,,,,,cilantro,gai,carrots,peas,soup,galanga,tom,kha,chicken,lemongrass,milk,lime,,,,,,,,,,,,,,,,,,,
1762,Tomahawk_Ribeye_for_Two,Tomahawk_Ribeye_for_Two.jpg,Gram and Dun/Tomahawk_Ribeye_for_Two.jpg,1762,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,dinner,,,,,ribeye,bordelaise,gluten,for,tomahawk,mushrooms,wild,sauce,,,,,,,,,,,,,,,,,,,,,,,
1763,Tomato_Basil_Bisque,Tomato_Basil_Soup.jpg,Schlotzsky_s/Tomato_Basil_Soup.jpg,1763,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100298,vegetarian,lunch,american,soup,appetizer,,tomato,cheese,parmesan,basil,pesto,cream,tomatoes,bisque,,,,,,,,,,,,,,,,,,,,,,,
1764,Tomato_Salad,Tomato_Salad.jpg,Cupini_s/Tomato_Salad.jpg,1764,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686600,Vegetarian,Lunch,Italian,Salad,,,tomato,salad,balsamic,leto,onions,mozzarella,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
1765,Tomato_Salad,Tomato_Salad1.jpg,Cupini_s/Tomato_Salad1.jpg,1765,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686600,Vegetarian,Lunch,Italian,Salad,,,tomato,salad,balsamic,leto,onions,mozzarella,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
1766,Tomato_soup,Tomato_soup.jpg,Kulture_Kurry/Tomato_soup.jpg,1766,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$5.00,9563713,Vegan,Breakfast,Indian,soup,appetizer,,basil,soup,tomato,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Tomato_and_Mozzarella_Salad,Tomato_and_Mozzarella_Salad.jpg,Brio_Tuscan_Grille/Tomato_and_Mozzarella_Salad.jpg,1767,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,tomato,mozzarella,salad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Tomato_Bisque_Soup,Tomato_Bisque_Soup.jpg,Zoes_Kitchen/Tomato_Bisque_Soup.jpg,1768,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,tomato,soup,bisque,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Tommy_Fish_Taco,Tommy_Fish_Taco.jpg,TiKiTaco/Tommy_Fish_Taco.jpg,1769,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,lunch,,,,,pico,alaskan,fish,fresco,tommy,pollock,taco,cabbage,,,,,,,,,,,,,,,,,,,,,,,
1770,Tonkatsu_Bento,Tonkatsu_Bento.jpg,Friends_Sushi_and_Bento_Place/Tonkatsu_Bento.jpg,1770,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,tonkatsu,bento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Topfenstrudel_mit_Schlag,Topfenstrudel_mit_Schlag.jpg,Grunauer/Topfenstrudel_mit_Schlag.jpg,1771,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,vegetarian,,german,,,,marinated,cheese,topfenstrudel,raisins,quark,schlag,strudel,baked,mit,whipped,cream,,,,,,,,,,,,,,,,,,,,
1772,Torta,Torta.jpg,El_Fogon/Torta.jpg,1772,"4044 Mill St, Kansas City, MO 64111",64111,El_Fogon,0,8169829945,,,,,,,,,torta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Torta_di_Cioccolata,Torta_di_Cioccolata.jpg,Brio_Tuscan_Grille/Torta_di_Cioccolata.jpg,1773,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,torta,cioccolata,di,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Torte,Torte.jpg,Andre_s_Confiserie_Suisse/Torte.jpg,1774,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,torte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Tortilla_Soup,Tortilla_Soup.jpg,Chuy_s/Tortilla_Soup.jpg,1775,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,Meat,lunch,,,,,cheese,cilantro,strips,chiles,broth,avocado,hand,soup,green,homemade,roasted,fresh,chicken,tortilla,pulled,corn,tomatoes,,,,,,,,,,,,,,
1776,Tossed_Greek_Salad,Tossed_Greek_Salad.jpg,Zoes_Kitchen/Tossed_Greek_Salad.jpg,1776,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,greek,tossed,salad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Tostada_Tango,Tostada_Tango.jpg,Le_Peep/Tostada_Tango.jpg,1777,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$6.99,11082103,Meat,Breakfast,breakfast,breakfast,,,cilantro,queso,avocado,fresco,tostada,tango,sour,beans,salsa,refried,chorizo,tortilla,egg,tomatoes,cream,,,,,,,,,,,,,,,,
1778,Traditional_Cottage_Pie,Traditional_Cottage_Pie.jpg,Brady_s_Public_House/Traditional_Cottage_Pie.jpg,1778,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$14.00,,Meat,Dinner,English,Misc,,,celery,mustard,beef,potatoes,carrots,peas,mashed,pie,traditional,cottage,onions,,,,,,,,,,,,,,,,,,,,
1779,Traditional_Cottage_Pie,Traditional_Cottage_Pie1.jpg,Brady_s_Public_House/Traditional_Cottage_Pie1.jpg,1779,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$14.00,,Meat,Dinner,English,Misc,,,celery,mustard,beef,potatoes,carrots,peas,mashed,pie,traditional,cottage,onions,,,,,,,,,,,,,,,,,,,,
1780,Traditional_Fish_and_Chips,Traditional_Fish_and_Chips.jpg,Brady_s_Public_House/Traditional_Fish_and_Chips.jpg,1780,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$16.00,,Meat,Lunch,English,Meats,,,slaw,fish,fries,peas,traditional,battered,fried,chips,,,,,,,,,,,,,,,,,,,,,,,
1781,Traditional_Fish_and_Chips,Traditional_Fish_and_Chips1.jpg,Brady_s_Public_House/Traditional_Fish_and_Chips1.jpg,1781,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$16.00,,Meat,Lunch,English,Meats,,,slaw,fish,fries,peas,traditional,battered,fried,chips,,,,,,,,,,,,,,,,,,,,,,,
1782,Traditional_Carnitas,Traditional_Carnitas.jpg,The_Salty_Iguana/Traditional_Carnitas.jpg,1782,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,,Other,,,,,tomato,cheese,pork,carnitas,traditional,lettuce,sour,beans,roasted,refried,rice,pulled,cream,,,,,,,,,,,,,,,,,,
1783,Traditional_Eggs_Benedict,Traditional_Eggs_Benedict.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Traditional_Eggs_Benedict.jpg,1783,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,other,dessert,,,,,traditional,benedict,eggs,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Traditional_Schnitzel,Traditional_Schnitzel.jpg,Grunauer/Traditional_Schnitzel.jpg,1784,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,german,,,,pork,salad,potato,breaded,cucumbers,traditional,cutlet,crumbs,schnitzel,bread,,,,,,,,,,,,,,,,,,,,,
1785,Tres_Cerdos_Quesadilla,Tres_Cerdos_Quesadilla.jpg,KC_Taco_Company/Tres_Cerdos_Quesadilla.jpg,1785,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$9.95,,Meat,Lunch,Mexican,Quesadilla,,,cheese,pork,aioli,avocado,bacon,cerdos,quesadilla,pico,chorizo,tres,tortilla,gallo,sriracha,,,,,,,,,,,,,,,,,,
1786,Tres_Trifle,Tres_Trifle.jpg,Gram and Dun/Tres_Trifle.jpg,1786,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,,dessert,,,,,trifle,tres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Trio_Burger,Trio_Burger.jpg,Cafe_Trio/Trio_Burger.jpg,1787,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,breakfast,,burger,,,saputo,mushrooms,havarti,portobellini,mustard,cheese,mayo,slices,trio,cucumbers,arugula,burger,honey,steak,basil,spices,leaves,chopped,,,,,,,,,,,,,
1788,Triple_BLT_Sandwich,Triple_BLT_Sandwich.jpg,The_Peanut/Triple_BLT_Sandwich.jpg,1788,"5000 Main St, Kansas City, MO 64112",64112,The_Peanut,0,8167539499,,,Meat,lunch,,,,,toast,sandwich,blt,mayo,bacon,lettuce,triple,tomaoto,,,,,,,,,,,,,,,,,,,,,,,
1789,Triple_BLT_Sandwich_with_an_Egg,Triple_BLT_Sandwich_with_an_Egg.jpg,The_Peanut/Triple_BLT_Sandwich_with_an_Egg.jpg,1789,"5000 Main St, Kansas City, MO 64112",64112,The_Peanut,0,8167539499,,,Meat,lunch,,,,,toast,tomato,sandwich,blt,mayo,bacon,an,triple,egg,bread,,,,,,,,,,,,,,,,,,,,,
1790,Triple_BLT_Sandwich_with_an_Egg,Triple_BLT_Sandwich_with_an_Egg1.jpg,The_Peanut/Triple_BLT_Sandwich_with_an_Egg1.jpg,1790,"5000 Main St, Kansas City, MO 64112",64112,The_Peanut,0,8167539499,,,Meat,lunch,,,,,toast,sandwich,blt,mayo,bacon,an,lettuce,triple,egg,bread,,,,,,,,,,,,,,,,,,,,,
1791,Triple_Cheese_Grilled_Sandwich,Triple_Cheese_Grilled_Sandwich.jpg,Beer_Kitchen/Triple_Cheese_Grilled_Sandwich.jpg,1791,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,,,,,tomato,cheese,sandwich,avocado,dried,triple,grilled,chipotle,aged,sourdough,bread,,,,,,,,,,,,,,,,,,,,
